name,alcohol_%,avg_rating_%,country,description,distillery,img,n_votes,price,taste_box_fruits,taste_box_gravy,taste_box_qualitiy,taste_box_sherry_port_barrel,taste_box_smoke_torf,taste_box_sweet,taste_box_total,url,whisky_type
Rothaus Black Forest 9. Auflage (Deutschland) 2013/2017,43.0,,Deutschland,"In der Badischen Staatsbrauerei Rothaus im Hochschwarzwald wurde dieser Single Malt Whisky aus speziellem Malz und dem besonders weichen Rothauser Brauwasser gemaischt und vergoren. Aromaerhaltend wurde er in kleinen Kupferbrennblasen unter Aufsicht der Destillerie Kammer-Kirsch zweifach destilliert. In deren temperaturbeständigen, ehemals zu einer Brauerei gehörenden Eiskellern reifte er in Ex-Bourbon-Fässern aus weißer Eiche bis zu seiner Vollendung. Auf seine Alkoholstärke wurde er mit Brauwasser aus Rothaus eingestellt.",Badische Staatsbrauerei Rothaus AG Rothaus 1 79865 Grafenhausen-Rothaus/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ROTHA0009_1.jpg,,5990,35,42,49,2,1,35,39,https://www.whisky.de/shop/International/Rothaus-Black-Forest-9-Auflage-Deutschland-2013-2017.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Mackmyra Vit Hund (Schweden),46.1,2.6,Schweden,"Die Idee einen schwedischen Whisky zu brennen, entstand bei einem Skiausflug von acht Freunden 1998. Jeder brachte eine Flasche Whisky mit und so drehten sich die Gespräche nur um Whisky. Daraus entstand die Brennerei in Mackmyra Bruk, die nur mit lokalen Zutaten und ohne Farbstoff ihren Whisky herstellt.Dieser Rohwhisky offenbart die Basisaromen von Mackmyra, bevor der Whisky durch die Fassreifung seine verschiedenen Facetten erhält. Die frühen amerikanischen Bourbonbrenner nannten das Destillat vor Abfüllung und Reifung 'white dog', was auf schwedisch Vit Hund bedeutet.",Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM00VH_1.jpg,5,2990,,,,,,,,https://www.whisky.de/shop/International/Mackmyra-Vit-Hund-Schweden.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Destillat (Spirit)
Bain's Cape Mountain (Südafrika),40.0,4.0,Südafrika,"Bain's Cape Mountain ist der erste Single Grain Südafrikas. Er ist nach dem Erbauer der Passstraße benannt, an deren Fuß sich die Brennerei befindet.Nach einer dreijährigen Lagerung in First Fill Bourbonfässern wurde der Grain in neue First Fill Bourbonfässer umgefüllt, um dort für weitere 18-30 Monate zu reifen.",Team Spirit Intern. Markengetränke GmbH Hubert-Underberg-Allee 1 47495 Rheinberg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BAINS0000_1.jpg,6,2790,,,,,,,,https://www.whisky.de/shop/International/Bain-s-Cape-Mountain-Suedafrika.html?&searchorigin=2,Single Grain Whisky
Mackmyra Bruks (Schweden),41.4,3.2,Schweden,"Dieser Whisky stammt aus der schwedischen Brennerei Mackmyra. Die Idee einen schwedischen Whisky zu brennen, entstand bei einem Skiausflug von acht Freunden 1998. Jeder brachte eine Flasche Whisky mit und so drehten sich die Gespräche nur um Whisky. Daraus entstand die Brennerei in Mackmyra Bruk, die nur mit lokalen Zutaten und ohne Farbstoff ihren Whisky herstellt.Das Finish erhielt der Brukswhisky in zwei unterschiedlichen Fässern. Einem 30 Liter Sherryfass und einem 30 Liter Fass aus schwedischer Eiche. Gelagert wurden die Fässer 50 m tief in der Bodas Mine.",Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM0000_1.jpg,20,3690,37,47,63,18,5,72,53,https://www.whisky.de/shop/International/Mackmyra-Bruks-Schweden.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Crown Royal (Kanada),40.0,2.7,Kanada,"Der Crown Royal ist Kanadas Aushängeschild, wenn es um Premium Whisky geht. Er wurde 1939 zu Ehren des Besuchs des britischen Königs Georg VI. kreiert. Er entsteht aus 50 verschiedenen Whiskys, die aufwändig gemischt werden.",Diageo Germany GmbH Reeperbahn 1 20359 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_CROWNRO1L_1.jpg,36,2490,57,52,66,20,3,31,51,https://www.whisky.de/shop/International/Crown-Royal-Kanada---1.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Blended Whisky
Aureum (Deutschland) 5 Jahre,43.0,3.2,Deutschland,"Die Brennerei Ziegler greift auf fast 150 Jahre Brennereierfahrung zurück. Dieses Wissen, heimische Gerste und die besonderen Klima- und Natureinflüsse prägen diesen Single Malt Whisky. Die Hauptreifung erfolgt in neuen Eichen- und Kastanienfässern aus Frankreich mit leichtem Toasting. Die Nachreifung erfolgt in alten Bourbon- und Sherryfässern.",Gebr. J. & M. Ziegler GmbH Hauptstr. 26 97896 Freudenberg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AUREU0000_1.jpg,18,4990,,,,,,,,https://www.whisky.de/shop/International/Aureum-Deutschland-5-Jahre.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Crown Royal XO (Kanada),40.0,4.2,Kanada,Für die Abfüllung XO wählte der Master Blender von Crown Royal 50 verschiedene Whiskys aus. Anschließend erhielt der Blend eine Nachreifung in Cognacfässern.,Diageo Germany GmbH Reeperbahn 1 20359 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_CROWNROXO_1.jpg,6,4490,,,,,,,,https://www.whisky.de/shop/International/Crown-Royal-XO-Kanada.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Blended Whisky
Paul John Classic (Indien),55.2,3.5,Indien,Das heiße indische Klima lässt Whisky intensiver und schneller reifen. Die kleine Brennerei Paul John hat sich seit 1992 in der Urlaubsregion Goa angesiedelt. Für den Single Malt Classic wurden ausschließlich Bourbonfässer ausgewählt. Anschließend wurde der Whisky fassstark abgefüllt.,Bremer Spirituosen Contor GmbH Gisela-Müller-Wolff-Str.7 28197 Bremen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PJOHN0CL0_1.jpg,2,5490,,,,,,,,https://www.whisky.de/shop/International/Paul-John-Classic-Indien.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Amrut Intermediate Sherry (Indien),57.1,4.6,Indien,"Diese Single Malt Whisky von Amrut aus Indien wurde zunächst in frischen Eichen- und Bourbonfässern gereift, bevor er in spanischen Oloroso Sherryfässern für ein Jahr weiter reifte. Zum Abschluss wurde er wieder in Ex-Bourbon Fässer gefüllt. Daher die Bezeichnung Intermediate Sherry.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00SH_1.jpg,5,6990,,,,,,,,https://www.whisky.de/shop/International/Amrut-Intermediate-Sherry-Indien.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Glen Breton Rare (Kanada) 10 Jahre,43.0,4.0,Kanada,Im frühen 18. Jahrhundert siedelten sich schottische Auswanderer auf der kanadischen Kap-Breton-Insel an. Durch die gälische Herkunft werden in der Region immer noch schottische Traditionen gepflegt. Unter anderem auch die Whiskybrennerei.,Central Hisumer Carretera de Hurchillo 10 03300 Orihuela/ES,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GBRET10RA_1.jpg,3,3990,,,,,,,,https://www.whisky.de/shop/International/Glen-Breton-Rare-Kanada-10-Jahre.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Single Malt Whisky
Finch Barrique R (Deutschland) 6 Jahre,42.0,3.0,Deutschland,Barrique R ist der Nachfolger der Barrique 8 Edition. Der Whisky aus Weizen und Gerstenmalz reifte 6 Jahre in Rotweinfässern.,Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_FINCH00BR_1.jpg,1,4690,,,,,,,,https://www.whisky.de/shop/International/Finch-Barrique-R-Deutschland.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Whisky
"Omar Sherry Cask 0,2 Liter (Taiwan)",46.0,3.0,Taiwan,Taiwan war bisher vor allem für die Whiskys von Kavalan bekannt. Nun bekommt das Land Zuwachs von einer weiteren Whiskymarke. Seit 2008 wird in der Nantou Brennerei Single Malt produziert. Der Name Omar kommt eigentlich aus dem Gälischen und bedeutet soviel wie Bernstein. Praktische Probiergröße!,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_OMAR00SH2_1.jpg,4,3490,,,,,,,,https://www.whisky.de/shop/International/Omar-Sherry-Cask-0-2-Liter-Taiwan.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Amrut Portonova (Indien),62.1,4.5,Indien,"Dieser Single Malt von Amrut ist nach einer Stadt an der Ostküste Indiens benannt, die zwischen dem 16. und 18. Jahrhundert unter portugiesischer Kolonialherrschaft stand. Der Portonova wurde in frischen, amerikanischen Eichenfässern und Ex-Bourbonfässern gereift. Nach einer Nachreifung in Portwein-Butts aus Portugal erhielt er sein endgültiges Finish wiederum in Ex-Bourbonfässern.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00PO_1.jpg,6,7490,,,,,,,,https://www.whisky.de/shop/International/Amrut-Portonova-Indien.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
J.B.G. Münsterländer Single Grain (Deutschland) 6J-2010/2017,42.0,,Deutschland,In dem Münsterländer Familienbetrieb wird seit über 175 Jahren Alkohol aus dem eigenen Getreide hergestellt. Dieser Single Grain wurde mit heimischen Brunnenwasser zweifach destilliert. Limitiert auf 1.000 Flaschen!,Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MUENS0SG0_1.jpg,,3790,,,,,,,,https://www.whisky.de/shop/International/J-B-G-Muensterlaender-Single-Grain-Deutschland-6J-2010-2017.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Grain Whisky
Rothaus Black Forest Sherry Finish (Deutschland) 2012/2016,53.2,4.0,Deutschland,Dieser Whisky verbrachte nur rund ein Jahr in Bourbonfässern. Der Großteil der Reifung wurde danach in Sherryfässern vollzogen. Anschließend wurde der Malt fassstark abgefüllt.,Badische Staatsbrauerei Rothaus AG Rothaus 1 79865 Grafenhausen-Rothaus/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ROTHA0SH0_1.jpg,1,5190,,,,,,,,https://www.whisky.de/shop/International/Rothaus-Black-Forest-Sherry-Finish-Deutschland-2012-2016.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Säntis Himmelberg (Schweiz),43.0,4.0,Schweiz,"Säntis Himmelberg ist die vierte Standardabfüllung der Brennerei. Genau wie die anderen Abfüllungen wurde auch Himmelberg nach einem Gipfel im Alpstein-Gebiet benannt. Nach der Bierfassreifung erhielt der Malt eine Nachreifung in unterschiedlichsten Weinfässern. Unter anderem wurden Port-, Sherry- und Merlot-Fässer verwendet.",Wine & Spirit Partner Inh. Andrea Caminneci Kirschenstr. 3 53340 Meckenheim/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SAENT00HI_1.jpg,4,3490,,,,,,,,https://www.whisky.de/shop/International/Saentis-Himmelberg-Schweiz.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Gold Cock (Tschechien) 20J-1996/2016,49.2,4.0,Tschechien,Gold Cock ist Tschechiens älteste Whisky-Marke. Die Brennerei Rudolf Jelínek wurde bereits 1894 gegründet. Neben Obstbränden und Likören wird auch Single Malt Whisky destilliert. Diese limitierte Jahrgangsabfüllung wurde 1996 gebrannt und als Einzelfass abgefüllt.,Rudolf Jelínek a.s. Razov 472 76312 Vizovice/CZ,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GOLDC9600_1.jpg,3,7990,,,,,,,,https://www.whisky.de/shop/International/Gold-Cock-Tschechien-20J-1996-2016.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Nikka Blended (Japan),40.0,3.6,Japan,Japanischer Whisky erfreut sich immer größerer Beliebtheit. Auch geschmacklich können die Whiskys mit den schottischen Abfüllungen mithalten.Der Nikka Blended Whisky wurde aus leicht rauchigen Malts und Coffey Still Grain Whiskys kreiert.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKA00BL_1.jpg,8,2790,21,37,69,38,12,61,55,https://www.whisky.de/shop/International/Nikka-Blended-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Whisky
Armorik Sherry Cask (Frankreich),46.0,,Frankreich,"Ja, Asterix lebt! Im Land der Bretonen haben sich alte keltische Traditionen gehalten und man stellt auch Single Malt Whisky her. Für diesen besonderen Single Malt Whisky wurden die verschiedenste Fasstypen und Altersstufen vermählt. Mystères de l'âme Celtic. Dieser Sherryfass Whisky basiert auf dem Armorik Classic und wird anschließend noch in Sherryfässern schlussgereift.",Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR00SH_1.jpg,,3590,,,,,,,,https://www.whisky.de/shop/International/Armorik-Sherry-Cask-Frankreich.html?&searchorigin=2,Single Malt Whisky
Kirin Fuji Sanroku (Japan),50.0,,Japan,"Die japanische Mentalität des Whiskyproduzierens legt viel Wert auf das ""Blending"", das Mischen des Whiskys nach dem Reifen. Dieser Whisky ist zusammengestellt aus verschiedenen Bränden aus der Fuji Gontemba Brennerei. Die Brennerei Fuji Gontemba wurde nach dem höchsten Berg in Japan benannt. Die Mutterfirma der Brennerei ist die Kirin Distillery Cooperation. Obwohl das Unternehmen zusammen mit Suntory eines der Größten Japans ist, verirren sich nur selten Flaschen nach Deutschland.",,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KIRIN0FS0_1.jpg,,3290,,,,,,,,https://www.whisky.de/shop/International/Kirin-Fuji-Sanroku-Japan.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Blended Whisky
Säntis Alpstein XII Pinot Noir Cask (Schweiz) 7J-/2016,48.0,,Schweiz,Nach sech Jahren in Bierfässern wurde der Alpstein XII noch ein Jahr in Pinot Noir Fässern nachgereift.Limitiert auf 2.200 Flaschen!,Wine & Spirit Partner Inh. Andrea Caminneci Kirschenstr. 3 53340 Meckenheim/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SAENTAXII_1.jpg,,6290,,,,,,,,https://www.whisky.de/shop/International/Saentis-Alpstein-XII-Pinot-Noir-Cask-Schweiz.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Paul John Single Cask Unpeated (Indien),57.6,,Indien,Diese Einzelfassabfüllung von Paul John lagerte in einem Bourbonfass und wurde fassstark abgefüllt.Limitiert auf 216 Flaschen!,Bremer Spirituosen Contor GmbH Gisela-Müller-Wolff-Str.7 28197 Bremen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PJOHN0CAU_1.jpg,,9890,,,,,,,,https://www.whisky.de/shop/International/Paul-John-Single-Cask-Unpeated-Indien.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Akashi Single Malt (Japan),46.0,3.3,Japan,Dieser Single Malt der japanischen Brennerei White Oak reifte zuerst 3 Jahre in Bourbonfässern. Danach erfolgte eine zweijährige Nachreifung in Sherryfässern.Die Abfüllung erhielt eine Silbermedaille bei der ISW 2014.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AKASH0000_1.jpg,6,6290,,,,,,,,https://www.whisky.de/shop/International/Akashi-Japan.html?&searchorigin=2,Single Malt Whisky
Baltach Oloroso Finish (Deutschland) /2017,43.0,,Deutschland,"Das Destillat von Baltach ähnelt dem Wismarer Starkbier Mumme, ist aber ohne Hopfen gebrannt. Neben dem üblichen Gerstenmalz wird für den Single Malt auch Röstmalz und Caramelmalz verwendet.Limitiert auf 875 Flaschen!",Hinricus Noyte's Spirituosen GmbH Wismar Kleine Hohe Str. 15 23966 Wismar/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BALTA1700_1.jpg,,5890,,,,,,,,https://www.whisky.de/shop/International/Baltach-Oloroso-Finish-Deutschland-2017.html?&searchorigin=2,Single Malt Whisky
Kavalan Solist Peaty Cask (Taiwan),51.6,,Taiwan,"In der Solist-Serie werden Einzelfässer abgefüllt. Jede Abfüllung ist mit Seriennummer, Fassart und Unterschrift des Master Blenders versehen. Für diese Abfüllung wurde nicht rauchiges Malz verwendet. Die zarte Rauchigkeit stammt von Fässern, die zuvor auf der Insel Islay rauchigen Malt Whisky enthielten.Die Fassnummer kann von der im Foto abgebildeten Nummer abweichen!",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALSOP1_1.jpg,,10850,,,,,,,,https://www.whisky.de/shop/International/Kavalan-Solist-Peaty-Cask-Taiwan--.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Yamazakura (Japan),40.0,2.0,Japan,Der Blend Yamazakura wurde von der japanischen Firma Sasanokawa Shuzo kreiert. Der Name Yamazakura lässt sich aus den japanischen Wörtern für Berg und Kirschblüte ableiten.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_YAMAZ0000_1.jpg,1,4190,,,,,,,,https://www.whisky.de/shop/International/Yamazakura-Japan.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Blended Whisky
Kavalan Podium (Taiwan),46.0,4.0,Taiwan,"Das subtropische Klima in Taiwan fördert eine schnellere Reifung des Whiskys. Dadurch ist eine permanente Kontrolle der Fässer erforderlich. Da der Angel's Share bei 15-18% pro Jahr liegt, sind lange Lagerzeiten fast unmöglich.Zum 4. Jubiläum der Brennerei wurde der Single Malt Podium kreiert.",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALPODI_1.jpg,4,5990,,,,,,,,https://www.whisky.de/shop/International/Kavalan-Podium-Taiwan.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Goldlys (Belgien) 12 Jahre,43.0,,Belgien,"Jan Filliers stammt aus einer Brennereifamilie. Er war der Erste, der in Belgien Whisky brannte. Goldlys verwendet eine einzigartige Mash-Bill aus Gerste, Weizen, Roggen und Mais, die eigentlich für Wacholderschnaps verwendet wird. Bei dem Double Still Verfahren wird der Whisky zuerst in einer Column Still und dann in einer für Belgien typischen Brennblase, der 'Moutwijn Ketel' gebrannt.Dieser Grain Whisky wurde 11 Jahre in einem Bourbonfass gereift. Das Finish erfolgte in einem Amontillado Sherryfass.Limitiert auf 950 Flaschen!",Filliers Distillery Leernsesteenweg 3 9800 Deinze/BE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GOLDL12SH_1.jpg,,3990,,,,,,,,https://www.whisky.de/shop/International/Goldlys-Belgien--.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Grain Whisky
Slyrs Oloroso Edition No. 3 (Deutschland),46.0,3.0,Deutschland,Die verwendeten Sherryfässer stammen aus Jerez und wurden dort über ein halbes Jahrhundert für die Sherryherstellung genutzt. Der Single Malt wurde ca. 12 Monate in den 450 Litern umfassenden Fässern nachgereift.,Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SLYRS03OL_1.jpg,4,5990,,,,,,,,https://www.whisky.de/shop/International/Slyrs-Oloroso-Edition-No-3-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Glen Els Casino Passe (Deutschland) 5J-2011/2016,50.0,4.0,Deutschland,Passe wurde in halbsüßen und stark süßen Madeirafässern gereift. Das verwendete Malz wurde zu 40% geräuchert.Limitiert auf 1.000 Flaschen!,Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GELS00CP2_1.jpg,1,7990,,,,,,,,https://www.whisky.de/shop/International/Glen-Els-Casino-Passe-Deutschland.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Mackmyra Svensk Rök (Schweden),46.1,3.2,Schweden,"Dieser Whisky stammt aus der schwedischen Brennerei Mackmyra. Die Idee einen schwedischen Whisky zu brennen, entstand bei einem Skiausflug von acht Freunden 1998. Jeder brachte eine Flasche Whisky mit und so drehten sich die Gespräche nur um Whisky. Daraus entstand die Brennerei in Mackmyra Bruk, die nur mit lokalen Zutaten und ohne Farbstoff ihren Whisky herstellt. Svensk Rök lässt sich als ""der schwedische Rauch"" übersetzen. Die verwendete Gerste wurde über einem Wacholderfeuer getorft.",Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM00SR_1.jpg,16,3490,46,67,77,13,51,51,66,https://www.whisky.de/shop/International/Mackmyra-Svensk-Roek-Schweden.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Black Velvet Reserve (Kanada) 8 Jahre,40.0,3.3,Kanada,"Dieser Canadian Whisky gehört zu den bekanntesten Whiskys in ganz Amerika. Die Brennerei befindet sich am Ostrand der Rocky Mountains inmitten von Roggen und Maisfeldern, die den Rohstoff für diesen leicht süßen Whisky liefern. Dieser Black Velvet enhält ausgesuchte 8-jährige Whiskys, die mit jüngeren geblendet werden.",Horst Jürgen Bewarder Inh. Elke Bewarder e.Kfr. An der Schwentine 17 24326 Dörnick/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BLACKVE80_1.jpg,11,1890,52,56,53,5,2,47,50,https://www.whisky.de/shop/International/Black-Velvet-Reserve-Kanada-8-Jahre--.html?&searchorigin=2,Blended Whisky
Kavalan Single Malt (Taiwan),40.0,3.6,Taiwan,Der Begriff Kavalan geht auf die Ureinwohner der taiwanesischen Provinz Yilan zurück. Die Brennerei wurde 2006 gegründet und hat ihren Sitz in der Nähe der Hauptstadt Taipeh.Der Einstiegsmalt von Kavalan reifte in sechs verschiedenen Fassarten. Das Design der Flaschen soll an den Wolkenkratzer Taipei 101 in der Hauptstadt Taiwans erinnern. Bis 2007 war er das höchste Gebäude der Welt.,King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVAL0000_1.jpg,16,4990,44,54,70,53,0,39,61,https://www.whisky.de/shop/International/Kavalan-Single-Malt-Taiwan.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Mackmyra Motörhead Batch 7 (Schweden),40.0,,Schweden,Die Rockband Motörhead feierte 2015 ihr 40-jähriges Bestehen. Einige Zeit später starb ihr Gründer und Bassist Lemmy Kilmister. Zusammen mit Mackmyra und der schwedischen Firma Brands For Fans wurde dieser besondere Single Malt zum Jubiläum kreiert. Der Whisky reifte zum größten Teil in frischen Bourbonfässern. Anschließend folgte ein Finish in Sherryfässern.,Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM0MH7_1.jpg,,6790,,,,,,,,https://www.whisky.de/shop/International/Mackmyra-Motoerhead-Batch-7-Schweden.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Aichinger Weizenmalt No. 13 (Österreich),40.0,4.0,Österreich,"Der Weizenmalt No. 13 von der österreichischen Brennerei Aichinger wurde aus Weizen und Weizenmalz gebrannt. Die Lagerung erfolgte hauptsächlich in frischen, europäischen Eichenfässern.",Hilka GmbH Hilkering 12 4081 Hartkirchen/AT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AICHI0013_1.jpg,3,4190,,,,,,,,https://www.whisky.de/shop/International/Aichinger-Weizenmalt-No-13-Oesterreich.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Weizen Whisky
Amrut Kadhambam (Indien),50.0,,Indien,"Kadhambam ist das tamilische Wort für Mischung und symbolisiert damit die Nachreifung des Whiskys in den verschiedenen Rum-, Sherry- und Brandyfässern.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00KA_1.jpg,,7990,,,,,,,,https://www.whisky.de/shop/International/Amrut-Kadhambam-Indien.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Langatun Quinta do Zambujeiro (Schweiz) 2011/2017,49.1,,Schweiz,"Das Weingut Quinta do Zambujeiro liegt bei dem portugiesischen Dorf Borba und umfasst rund 40 Hektar. Der morderne Betrieb wird unter Schweizer Leitung geführt.Exklusiv für Deutschland, limitiert auf 180 Flaschen!",Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_LANGA0QU_1.jpg,,6490,,,,,,,,https://www.whisky.de/shop/International/Langatun-Quinta-do-Zambujeiro-Schweiz-2011-2017.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
"J.B.G. Münsterländer Single Grain 0,2 Liter (Deutschland) 6J-2010/2017",42.0,,Deutschland,In dem Münsterländer Familienbetrieb wird seit über 175 Jahren Alkohol aus dem eigenen Getreide hergestellt. Dieser Single Grain wurde mit heimischen Brunnenwasser zweifach destilliert. In praktischer Probiergröße.,Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MUENS0SG2_1.jpg,,1290,,,,,,,,https://www.whisky.de/shop/International/J-B-G-Muensterlaender-Single-Grain-0-2-Liter-Deutschland-6J-2010-2017.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Grain Whisky
